,Location,Period,"Medical Doctors per 10,000","Nurses and Midwifes per 10,000","Pharmacists per 10,000","Dentists per 10,000"
0,Central African Republic,2023,0.74,10.97,0.03,0.01
1,Chad,2023,0.85,1.67,0.08,0.01
2,Senegal,2023,1.09,4.24,0.2,0.11
3,Cote d'Ivoire,2023,1.66,7.93,0.39,0.14
4,Nepal,2023,10.11,40.92,2.25,1.64
5,Sri Lanka,2023,11.36,22.58,1.09,0.96
6,Peru,2023,16.88,27.38,1.65,2.15
7,Iran (Islamic Republic of),2023,18.11,28.76,3.36,5.26
8,Kyrgyzstan,2023,18.5,40.76,0.25,1.56
9,Turkmenistan,2023,19.3,34.88,1.39,1.24
10,Benin,2023,2.16,6.11,0.31,0.05
11,Solomon Islands,2023,2.38,20.01,0.78,0.51
12,Malaysia,2023,23.41,40.54,6.26,4.06
13,Brazil,2023,23.57,55.02,4.14,7.45
14,Dominican Republic,2023,24.26,20.6,0.19,2.69
15,Colombia,2023,25.35,15.41,1.84,8.68
16,Montenegro,2023,27.83,60.8,2.75,0.58
17,Botswana,2023,3.79,30.18,0.53,0.36
18,Qatar,2023,30.22,84.89,12.44,7.39
19,Chile,2023,33.34,54.54,7.27,16.77
20,Saudi Arabia,2023,34.06,65.57,11.07,7.81
21,Kazakhstan,2023,37.54,64.9,3.21,2.13
22,Israel,2023,37.97,58.99,8.64,8.97
23,Ireland,2023,38.75,147.77,11.05,4.75
24,Republic of Moldova,2023,40.16,63.17,1.06,4.98
25,Iceland,2023,43.73,158.64,11.04,7.84
26,San Marino,2023,46.29,94.36,10.98,7.42
27,Belarus,2023,47.17,108.15,4.5,6.09
28,Norway,2023,49.75,165.09,2.81,8.79
29,Indonesia,2023,5.24,32.4,1.97,1.03
30,Eswatini,2023,5.57,42.6,0.34,0.28
31,Andorra,2023,50.68,47.22,9.77,12.11
32,Argentina,2023,51.06,47.49,5.8,10.86
33,Bangladesh,2023,7.22,6.64,1.1,0.76
34,Cabo Verde,2023,7.3,17.98,0.19,0.15
35,Niger,2022,0.28,2.13,0.02,0.01
36,Central African Republic,2022,0.29,4.99,0.01,0.01
37,South Sudan,2022,0.41,6.91,0.15,0.03
38,Malawi,2022,0.54,5.07,0.06,0.05
39,Burundi,2022,0.78,7.4,0.09,0.01
40,Togo,2022,0.8,4.94,0.28,0.02
41,Chad,2022,0.82,2.08,0.1,0.01
42,Eritrea,2022,0.88,15.43,0.67,0.2
43,Rwanda,2022,0.9,11.06,0.06,0.2
44,Gambia,2022,1.04,6.88,0.02,0.03
45,Ethiopia,2022,1.05,12.22,1.36,0.28
46,Senegal,2022,1.24,4.27,0.2,0.13
47,Zimbabwe,2022,1.27,30.71,1.18,0.13
48,Sierra Leone,2022,1.34,11.63,0.11,0.02
49,United Republic of Tanzania,2022,1.34,4.94,0.35,0.12
50,Cameroon,2022,1.36,6.59,0.22,0.12
51,Ghana,2022,1.43,44.67,1.73,0.07
52,Burkina Faso,2022,1.48,10.97,0.37,0.05
53,Cote d'Ivoire,2022,1.62,6.88,0.38,0.14
54,Yemen,2022,1.65,6.87,0.53,0.19
55,Madagascar,2022,1.72,2.81,0.01,0.08
56,Congo,2022,1.73,11.21,0.05,0.02
57,Mozambique,2022,1.75,9.34,0.15,0.11
58,Liberia,2022,1.78,10.07,0.32,0.02
59,Benin,2022,1.9,5.78,0.28,0.04
60,Mali,2022,1.91,4.16,0.75,0.01
61,Uganda,2022,1.91,22.65,0.36,0.11
62,Iraq,2022,10.22,26.48,6.19,5.02
63,Mauritius,2022,14.36,40.48,0.32,3.24
64,El Salvador,2022,15.66,21.79,1.25,1.55
65,Panama,2022,16.25,33.45,2.18,2.8
66,Peru,2022,16.49,27.01,1.53,2.11
67,Algeria,2022,16.6,25.08,3.0,3.57
68,Kyrgyzstan,2022,18.72,37.89,0.25,1.54
69,Turkmenistan,2022,19.16,35.09,1.41,1.24
70,Oman,2022,19.92,46.61,7.01,3.59
71,Democratic Republic of the Congo,2022,2.08,11.68,0.09,0.04
72,Guinea,2022,2.1,4.21,0.18,0.03
73,Lesotho,2022,2.35,17.56,1.12,0.37
74,Kenya,2022,2.36,20.24,0.25,0.25
75,Angola,2022,2.44,18.73,0.4,0.07
76,Guinea-Bissau,2022,2.52,9.9,0.01,0.1
77,Mauritania,2022,2.61,16.09,0.2,0.31
78,Dominican Republic,2022,22.34,20.78,1.52,2.52
79,Türkiye,2022,22.36,34.83,4.48,4.87
80,Malaysia,2022,22.9,40.26,5.7,3.87
81,Republic of Korea,2022,26.1,90.86,8.04,5.41
82,Japan,2022,26.49,129.78,20.26,8.16
83,Costa Rica,2022,26.87,30.71,12.09,10.89
84,Montenegro,2022,28.08,61.15,2.42,0.6
85,Singapore,2022,28.34,65.59,6.65,4.61
86,Jordan,2022,28.51,30.91,20.3,7.94
87,United Arab Emirates,2022,29.15,61.87,13.59,8.29
88,North Macedonia,2022,29.44,55.15,5.95,9.24
89,Zambia,2022,3.24,29.36,0.71,0.15
90,Nigeria,2022,3.86,16.47,0.82,0.23
91,Serbia,2022,30.99,66.89,1.55,2.47
92,United Kingdom of Great Britain and Northern Ireland,2022,31.43,90.61,8.97,4.88
93,Chile,2022,31.78,49.81,6.68,15.83
94,Azerbaijan,2022,31.85,55.78,0.62,3.38
95,Armenia,2022,33.6,47.47,0.39,3.59
96,Ireland,2022,33.62,140.93,11.19,4.56
97,Slovenia,2022,33.67,105.63,7.34,7.43
98,Latvia,2022,33.98,43.74,8.84,7.08
99,Poland,2022,34.24,63.25,7.41,9.09
100,Hungary,2022,34.56,56.65,8.4,7.43
101,Estonia,2022,34.69,69.62,7.13,10.18
102,Saudi Arabia,2022,34.82,62.33,10.58,7.43
103,Cyprus,2022,35.56,38.94,7.27,8.19
104,Belgium,2022,35.74,208.937,13.29,7.58
105,New Zealand,2022,36.11,118.63,7.09,5.09
106,Romania,2022,36.25,82.53,11.79,11.4
107,United States of America,2022,36.81,133.76,11.13,6.0
108,Israel,2022,36.86,58.22,7.47,9.01
109,Slovakia,2022,36.97,60.14,8.47,5.43
110,Kazakhstan,2022,37.19,67.12,3.14,2.21
111,Netherlands (Kingdom of the),2022,38.76,116.65,2.17,5.67
112,Paraguay,2022,38.93,94.09,6.73,13.41
113,Croatia,2022,39.09,79.99,8.78,9.46
114,Botswana,2022,4.07,32.9,0.59,0.41
115,Comoros,2022,4.24,16.44,0.48,0.38
116,Sao Tome and Principe,2022,4.64,21.65,1.64,0.27
117,Australia,2022,40.86,134.5,9.37,6.41
118,Republic of Moldova,2022,41.45,64.03,1.1,5.11
119,Italy,2022,41.91,67.55,13.42,8.82
120,Spain,2022,42.94,64.06,12.29,6.03
121,Bulgaria,2022,43.28,47.04,8.91,11.23
122,Czechia,2022,43.52,95.3,7.18,7.39
123,Iceland,2022,44.4,156.39,10.94,7.91
124,Lithuania,2022,44.66,78.43,9.74,11.02
125,Germany,2022,45.34,122.49,6.71,8.48
126,San Marino,2022,46.63,86.8,10.56,7.33
127,Belarus,2022,46.69,107.28,4.51,5.87
128,Uruguay,2022,46.74,73.86,0.65,2.49
129,Norway,2022,49.08,160.93,6.25,8.78
130,Gabon,2022,5.21,23.7,0.77,0.18
131,Bhutan,2022,5.53,20.52,0.68,0.97
132,Namibia,2022,5.53,53.86,2.27,0.78
133,Eswatini,2022,5.61,43.65,0.23,0.28
134,Andorra,2022,51.57,46.68,9.79,11.67
135,Austria,2022,54.32,112.8,7.63,6.14
136,Argentina,2022,54.37,47.72,6.16,9.68
137,Georgia,2022,55.38,59.0,0.92,7.62
138,Portugal,2022,58.51,78.52,10.17,12.05
139,Indonesia,2022,6.81,41.23,1.14,1.46
140,Greece,2022,65.76,41.14,10.82,13.35
141,Seychelles,2022,65.98,72.91,2.79,3.51
142,Bangladesh,2022,7.17,6.22,1.09,0.75
143,Cabo Verde,2022,7.18,18.28,0.19,0.15
144,South Africa,2022,7.94,63.93,2.7,0.22
145,Malta,2022,78.55,83.4,15.26,5.11
146,Central African Republic,2021,0.22,2.04,0.0,0.0
147,Chad,2021,0.56,1.91,0.08,0.01
148,Togo,2021,0.57,3.86,0.02,0.02
149,Papua New Guinea,2021,0.63,5.08,0.08,0.05
150,Burundi,2021,0.76,9.63,0.05,0.01
151,Mozambique,2021,0.82,5.74,0.13,0.11
152,Eritrea,2021,0.85,14.17,0.62,0.18
153,Senegal,2021,0.99,5.35,0.17,0.1
154,Burkina Faso,2021,1.01,9.2,0.31,0.05
155,Gambia,2021,1.04,6.92,0.02,0.04
156,Rwanda,2021,1.21,9.5,0.06,0.21
157,Cameroon,2021,1.26,1.95,0.1,0.05
158,Cote d'Ivoire,2021,1.67,6.76,0.37,0.15
159,Liberia,2021,1.69,4.86,0.24,0.01
160,Democratic Republic of the Congo,2021,1.71,10.47,0.07,0.03
161,Yemen,2021,1.74,6.11,0.49,0.17
162,Sri Lanka,2021,11.44,23.4,1.02,1.01
163,Bolivia (Plurinational State of),2021,12.84,16.24,2.41,2.29
164,Tunisia,2021,13.15,21.61,2.42,3.68
165,Suriname,2021,14.66,29.31,0.81,0.7
166,Syrian Arab Republic,2021,15.21,17.57,16.31,10.22
167,Peru,2021,16.73,26.57,1.55,2.18
168,Panama,2021,17.37,37.57,2.3,2.88
169,Brunei Darussalam,2021,18.86,66.17,2.1,2.35
170,Turkmenistan,2021,19.17,35.02,1.51,1.24
171,Kyrgyzstan,2021,19.78,39.98,0.31,1.71
172,Benin,2021,2.05,5.64,0.3,0.04
173,Mauritania,2021,2.19,15.65,0.16,0.26
174,Guinea-Bissau,2021,2.2,10.54,0.01,0.01
175,Zambia,2021,2.95,18.51,0.7,0.14
176,Oman,2021,20.06,45.27,6.2,3.61
177,Dominican Republic,2021,20.29,20.17,1.46,2.21
178,Türkiye,2021,21.18,33.49,4.29,4.6
179,Brazil,2021,21.91,56.38,3.43,6.83
180,Malaysia,2021,22.68,39.68,5.42,3.67
181,Colombia,2021,24.67,14.58,1.86,8.32
182,Republic of Korea,2021,25.17,89.12,7.79,5.3
183,Costa Rica,2021,25.64,30.96,11.78,10.73
184,Singapore,2021,27.81,63.13,6.55,4.48
185,United Arab Emirates,2021,27.86,61.09,12.75,7.64
186,Montenegro,2021,28.78,59.02,2.43,0.6
187,El Salvador,2021,29.4,26.6,5.42,8.55
188,Chile,2021,29.79,46.1,6.32,14.83
189,Nigeria,2021,3.86,11.05,0.79,0.22
190,Serbia,2021,30.29,65.93,1.58,2.45
191,Azerbaijan,2021,31.23,55.73,0.6,3.22
192,United Kingdom of Great Britain and Northern Ireland,2021,31.6,91.15,8.4,5.12
193,Saudi Arabia,2021,32.0,64.32,9.84,7.26
194,Paraguay,2021,32.52,90.57,5.52,12.84
195,Armenia,2021,32.55,48.45,0.64,2.93
196,France,2021,32.64,94.22,9.38,6.79
197,Hungary,2021,32.99,55.22,8.14,7.1
198,Slovenia,2021,33.35,106.22,7.39,7.46
199,Cyprus,2021,33.55,37.87,6.67,7.58
200,Latvia,2021,33.56,43.93,8.76,7.15
201,Poland,2021,34.15,63.86,7.48,9.17
202,Estonia,2021,34.3,68.54,7.11,10.11
203,Romania,2021,34.86,81.07,11.11,10.51
204,New Zealand,2021,35.31,114.84,7.24,5.07
205,Belgium,2021,35.37,128.85,13.11,7.71
206,United States of America,2021,35.75,130.28,10.35,6.0
207,Finland,2021,36.09,140.13,20.28,9.68
208,Israel,2021,36.36,58.85,8.39,11.56
209,Slovakia,2021,36.83,60.48,8.49,5.28
210,Kazakhstan,2021,37.11,68.02,3.36,2.3
211,Croatia,2021,37.34,79.49,8.51,9.25
212,Netherlands (Kingdom of the),2021,38.75,115.26,2.15,5.74
213,Australia,2021,39.76,135.66,9.26,6.2
214,Namibia,2021,4.2,25.52,2.15,0.57
215,Botswana,2021,4.22,32.84,0.66,0.37
216,Ireland,2021,40.28,136.12,11.01,4.63
217,Republic of Moldova,2021,40.39,64.96,1.07,5.09
218,Italy,2021,40.64,64.34,12.71,8.32
219,Czechia,2021,42.46,93.39,7.14,7.56
220,Bulgaria,2021,42.96,46.65,8.87,10.99
221,Iceland,2021,43.77,157.06,5.9,7.89
222,Sweden,2021,44.08,116.65,7.83,7.74
223,Spain,2021,44.57,65.02,12.47,8.47
224,Lithuania,2021,44.85,82.13,10.22,10.5
225,Germany,2021,45.03,122.59,6.7,8.52
226,Uruguay,2021,45.48,72.69,0.65,2.26
227,Belarus,2021,46.86,106.66,4.43,5.79
228,Andorra,2021,47.58,48.21,10.08,11.61
229,Norway,2021,47.68,163.29,9.13,9.28
230,Bhutan,2021,5.61,22.16,0.63,0.97
231,Georgia,2021,52.87,58.28,0.91,6.5
232,Argentina,2021,53.84,46.18,6.09,11.88
233,Austria,2021,54.32,111.81,7.57,6.16
234,Portugal,2021,57.11,77.14,9.74,11.7
235,Bangladesh,2021,6.77,6.19,1.02,0.69
236,Indonesia,2021,6.88,40.52,3.07,1.23
237,Greece,2021,63.66,40.34,10.79,13.01
238,Philippines,2021,7.92,47.88,4.73,2.51
239,Denmark,2021,72.35,121.86,5.81,7.18
240,Malta,2021,75.59,83.87,25.479,5.15
241,Nepal,2021,8.84,35.55,1.75,1.39
242,Iraq,2021,9.83,24.64,4.95,4.36
243,South Sudan,2020,0.43,7.06,0.13,0.03
244,Malawi,2020,0.49,6.94,0.08,0.08
245,Burundi,2020,0.69,9.46,0.05,0.01
246,Sierra Leone,2020,0.73,2.12,0.24,0.02
247,Kenya,2020,0.74,5.9,0.17,0.05
248,Senegal,2020,0.82,3.49,0.13,0.08
249,Mozambique,2020,0.84,4.92,0.14,0.09
250,Burkina Faso,2020,0.96,9.16,0.33,0.05
251,Cameroon,2020,0.98,4.86,0.13,0.07
252,Ethiopia,2020,1.02,7.58,1.05,0.16
253,Rwanda,2020,1.16,9.19,0.07,0.16
254,Zimbabwe,2020,1.28,20.289,1.021,0.3
255,Eswatini,2020,1.38,24.46,0.4,0.18
256,Liberia,2020,1.51,6.39,0.25,0.01
257,Cote d'Ivoire,2020,1.53,6.83,0.36,0.14
258,Uganda,2020,1.58,16.84,0.39,0.06
259,Yemen,2020,1.76,4.91,0.51,0.18
260,Guinea-Bissau,2020,1.91,7.73,0.07,0.03
261,Sri Lanka,2020,11.67,23.68,0.97,1.02
262,Guatemala,2020,12.81,23.08,1.22,2.59
263,Tuvalu,2020,13.46,39.42,1.92,0.96
264,Guyana,2020,13.87,34.39,0.58,0.68
265,Peru,2020,14.36,23.48,1.29,2.02
266,Syrian Arab Republic,2020,15.0,17.19,16.3,8.82
267,Panama,2020,16.3,35.4,2.37,2.8
268,Palau,2020,17.98,65.73,2.81,3.37
269,Dominican Republic,2020,19.48,18.92,1.39,2.02
270,Turkmenistan,2020,19.6,35.89,1.56,1.23
271,Türkiye,2020,19.89,33.26,4.11,4.05
272,Tajikistan,2020,19.95,66.45,2.56,1.69
273,Mauritania,2020,2.03,11.56,0.17,0.25
274,Zambia,2020,2.53,16.26,0.57,0.11
275,Oman,2020,20.03,44.47,6.44,3.3
276,Kyrgyzstan,2020,20.42,41.47,0.31,1.74
277,Malaysia,2020,21.83,39.03,5.64,3.42
278,Kuwait,2020,22.73,45.45,9.0,8.1
279,Uzbekistan,2020,23.1,110.83,0.51,1.1
280,Colombia,2020,23.94,14.14,1.78,16.47
281,Canada,2020,24.15,100.84,10.35,6.53
282,Costa Rica,2020,24.94,30.64,11.27,10.64
283,Republic of Korea,2020,25.07,85.27,7.67,5.2
284,Japan,2020,25.92,123.49,19.84,8.25
285,Singapore,2020,26.38,61.8,6.11,4.42
286,Chile,2020,27.98,42.89,6.0,13.78
287,United Arab Emirates,2020,28.3,62.49,11.8,7.26
288,Montenegro,2020,28.31,55.5,2.35,0.51
289,Serbia,2020,28.75,63.19,1.58,2.4
290,Lao People's Democratic Republic,2020,3.56,11.79,2.27,0.76
291,Namibia,2020,3.8,23.62,2.0,0.51
292,United Kingdom of Great Britain and Northern Ireland,2020,30.28,89.23,8.5,5.4
293,Saudi Arabia,2020,30.76,63.47,8.88,6.33
294,Azerbaijan,2020,31.25,57.77,0.61,3.18
295,Hungary,2020,31.4,55.08,7.84,6.75
296,Armenia,2020,31.63,47.63,0.33,3.59
297,Cyprus,2020,31.97,38.5,6.64,7.26
298,France,2020,32.52,94.51,9.36,6.66
299,Poland,2020,33.03,62.5,7.44,8.85
300,Slovenia,2020,33.03,106.12,7.41,7.47
301,Romania,2020,33.07,78.34,9.99,9.63
302,Latvia,2020,33.38,43.91,8.65,7.16
303,North Macedonia,2020,33.43,54.49,5.91,8.77
304,New Zealand,2020,34.42,112.01,7.2,4.86
305,Ireland,2020,34.58,182.91,13.58,6.61
306,Estonia,2020,34.79,67.44,7.39,10.15
307,Belgium,2020,35.06,128.21,12.86,7.69
308,United States of America,2020,35.18,123.4,10.53,5.96
309,Israel,2020,35.67,56.49,9.43,9.09
310,Croatia,2020,36.06,74.98,8.05,8.92
311,Finland,2020,36.1,137.64,10.92,9.75
312,Kazakhstan,2020,36.63,67.6,3.29,2.34
313,Slovakia,2020,36.71,61.19,8.38,5.29
314,Netherlands (Kingdom of the),2020,38.05,112.13,2.14,5.64
315,Russian Federation,2020,38.07,85.11,0.39,2.79
316,Australia,2020,38.95,131.58,9.11,6.09
317,Italy,2020,39.7,65.15,12.32,8.63
318,Botswana,2020,4.33,32.85,0.61,0.38
319,Comoros,2020,4.41,15.82,0.44,0.4
320,Bhutan,2020,4.86,20.82,0.66,0.92
321,Republic of Moldova,2020,40.38,61.49,0.93,5.38
322,Czechia,2020,41.53,91.86,7.2,7.5
323,Bulgaria,2020,42.77,46.74,8.79,10.63
324,Iceland,2020,43.18,163.39,5.67,7.91
325,Sweden,2020,43.22,114.34,7.7,7.71
326,Germany,2020,44.43,123.04,6.66,8.5
327,Lithuania,2020,44.81,81.17,10.26,11.09
328,Spain,2020,45.46,62.46,13.07,8.34
329,Andorra,2020,45.87,48.45,9.95,11.63
330,Belarus,2020,46.05,108.42,4.48,5.85
331,Norway,2020,46.82,161.19,8.83,9.12
332,Samoa,2020,5.62,30.58,0.24,0.9
333,Gabon,2020,5.86,26.45,0.6,0.15
334,Georgia,2020,51.21,58.42,1.72,5.35
335,Argentina,2020,53.04,43.51,6.07,11.74
336,Austria,2020,53.44,107.41,7.3,6.11
337,Portugal,2020,55.76,75.0,9.46,11.25
338,Indonesia,2020,6.2,39.35,0.93,1.18
339,Bangladesh,2020,6.61,5.48,1.0,0.68
340,Greece,2020,61.86,39.27,10.67,12.78
341,India,2020,7.23,17.2,8.56,1.59
342,Bahrain,2020,7.41,26.48,1.65,0.8
343,Philippines,2020,7.52,47.81,4.58,2.53
344,Timor-Leste,2020,7.52,17.38,2.08,0.02
345,Denmark,2020,70.68,120.21,5.56,7.14
346,Malta,2020,72.6,84.62,13.51,5.19
347,Nepal,2020,8.57,33.62,1.66,1.27
348,Iraq,2020,9.23,22.79,3.92,3.33
349,Tonga,2020,9.46,45.41,0.76,1.42
350,Bolivia (Plurinational State of),2020,9.61,14.65,1.39,1.61
351,Sierra Leone,2019,0.33,8.65,0.21,0.01
352,South Sudan,2019,0.33,5.85,0.09,0.02
353,Gambia,2019,0.77,4.44,0.01,0.05
354,Mozambique,2019,0.86,4.8,0.13,0.1
355,Senegal,2019,0.88,5.39,0.12,0.13
356,Burkina Faso,2019,0.91,8.99,0.15,0.03
357,Rwanda,2019,1.17,9.37,0.08,0.19
358,Liberia,2019,1.45,5.44,0.11,0.01
359,Cote d'Ivoire,2019,1.49,6.45,0.34,0.1
360,Democratic Republic of the Congo,2019,1.62,10.45,0.06,0.05
361,Pakistan,2019,10.49,4.53,1.46,1.16
362,Bolivia (Plurinational State of),2019,10.88,13.95,1.95,2.05
363,Sri Lanka,2019,10.98,21.51,0.81,1.03
364,Peru,2019,13.54,21.07,1.16,1.96
365,Dominican Republic,2019,14.31,14.39,1.16,2.28
366,Syrian Arab Republic,2019,15.17,17.76,12.52,9.18
367,Panama,2019,16.37,32.14,2.25,3.03
368,Türkiye,2019,18.84,29.77,3.97,3.86
369,Tajikistan,2019,19.33,51.19,2.53,1.6
370,Turkmenistan,2019,19.57,36.9,1.6,1.19
371,Mauritania,2019,2.01,11.87,0.17,0.26
372,Zambia,2019,2.37,14.18,0.46,0.1
373,Malaysia,2019,20.21,39.25,5.66,3.23
374,Kuwait,2019,20.87,49.56,3.73,4.85
375,Oman,2019,20.91,44.27,5.76,3.25
376,Kyrgyzstan,2019,21.11,42.4,0.31,1.76
377,Maldives,2019,22.35,52.35,6.09,1.13
378,Colombia,2019,23.17,13.74,1.71,16.21
379,Costa Rica,2019,23.76,29.12,10.84,10.54
380,Canada,2019,24.18,99.77,10.3,6.57
381,Republic of Korea,2019,24.58,80.93,7.52,5.12
382,Jordan,2019,25.19,31.68,9.87,7.42
383,Mauritius,2019,25.58,34.94,4.17,3.2
384,Bosnia and Herzegovina,2019,25.84,64.25,1.38,2.58
385,Chile,2019,26.27,35.76,5.46,12.84
386,Saudi Arabia,2019,26.33,65.31,10.46,6.17
387,United Arab Emirates,2019,27.1,59.87,12.61,7.01
388,Montenegro,2019,27.92,53.98,2.08,0.52
389,Cyprus,2019,29.28,42.09,6.48,7.85
390,United Kingdom of Great Britain and Northern Ireland,2019,29.32,86.45,8.68,5.3
391,Bhutan,2019,3.36,18.25,0.6,0.9
392,Nigeria,2019,3.56,10.72,1.18,0.22
393,Namibia,2019,3.679,22.29,1.94,0.44
394,Botswana,2019,3.95,33.29,0.59,0.38
395,Armenia,2019,30.26,46.88,0.26,4.06
396,Azerbaijan,2019,31.48,59.14,0.61,3.1
397,Romania,2019,31.65,76.46,9.24,8.8
398,France,2019,32.43,93.36,9.44,6.64
399,Latvia,2019,32.67,45.99,8.43,7.13
400,Slovenia,2019,32.7,104.33,7.28,7.27
401,Poland,2019,32.79,63.26,7.38,8.8
402,Ireland,2019,33.17,154.79,10.74,6.78
403,New Zealand,2019,33.7,107.78,6.99,6.22
404,North Macedonia,2019,34.09,54.5,5.57,9.47
405,Belgium,2019,34.24,122.59,12.67,7.57
406,Estonia,2019,34.69,66.02,7.17,9.82
407,United States of America,2019,34.82,130.21,10.0,5.96
408,Hungary,2019,34.94,55.64,8.31,7.31
409,Israel,2019,35.21,55.0,8.05,8.66
410,Finland,2019,35.66,134.28,10.19,9.78
411,Slovakia,2019,35.69,60.62,8.18,5.23
412,Croatia,2019,35.9,73.98,7.79,8.88
413,Kazakhstan,2019,36.2,66.96,2.97,2.34
414,Netherlands (Kingdom of the),2019,37.13,108.91,2.12,5.59
415,Australia,2019,38.08,130.96,8.87,6.09
416,Iceland,2019,38.92,161.55,5.38,7.9
417,Indonesia,2019,4.62,37.81,0.81,0.58
418,Sao Tome and Principe,2019,4.92,21.65,1.73,0.28
419,Italy,2019,40.24,64.02,12.47,8.64
420,Republic of Moldova,2019,40.33,61.39,0.96,5.41
421,Czechia,2019,41.12,90.48,7.28,7.41
422,Russian Federation,2019,41.65,86.35,0.38,2.81
423,Bulgaria,2019,42.36,48.48,8.45,10.66
424,Sweden,2019,42.88,116.33,7.97,7.78
425,Switzerland,2019,43.49,182.9,6.73,4.06
426,Germany,2019,43.73,120.27,6.63,8.5
427,Spain,2019,43.76,60.37,12.26,8.18
428,Andorra,2019,43.92,48.24,9.67,10.98
429,Belarus,2019,45.46,109.07,4.38,5.72
430,Lithuania,2019,45.68,80.58,10.29,10.54
431,Norway,2019,45.78,160.08,8.59,9.06
432,Thailand,2019,5.48,30.69,2.1,1.13
433,Argentina,2019,52.5,41.43,6.07,11.72
434,Austria,2019,53.18,106.6,7.3,6.06
435,Portugal,2019,54.22,73.06,9.27,10.86
436,Gabon,2019,6.03,23.45,0.62,0.15
437,Bangladesh,2019,6.3,4.77,0.89,0.58
438,Bahrain,2019,6.87,20.0,1.52,0.74
439,Greece,2019,61.63,36.48,10.63,12.56
440,Denmark,2019,69.13,118.88,5.54,7.21
441,Philippines,2019,7.32,47.89,4.63,2.51
442,Cabo Verde,2019,7.43,14.86,0.06,2.33
443,Myanmar,2019,7.57,11.11,0.8,0.72
444,Timor-Leste,2019,7.64,17.45,2.11,0.08
445,Malta,2019,70.75,82.1,12.94,5.02
446,Georgia,2019,74.52,53.09,0.99,8.11
447,Nepal,2019,8.15,33.27,1.36,1.13
448,Iraq,2019,8.81,23.13,3.79,3.47
449,Algeria,2019,9.73,3.12,0.5,1.62
450,Niger,2018,0.37,2.26,0.03,0.01
451,South Sudan,2018,0.41,3.68,0.36,0.03
452,Chad,2018,0.5,2.97,0.17,0.0
453,United Republic of Tanzania,2018,0.5,5.56,0.32,0.12
454,Papua New Guinea,2018,0.64,4.97,0.12,0.15
455,Central African Republic,2018,0.69,2.45,0.07,0.02
456,Benin,2018,0.73,5.22,0.25,0.01
457,Togo,2018,0.74,3.92,0.26,0.03
458,Ethiopia,2018,0.75,6.92,0.95,0.17
459,Sierra Leone,2018,0.75,7.62,0.21,0.02
460,Mozambique,2018,0.85,4.88,0.11,0.09
461,Eritrea,2018,0.88,15.57,1.41,0.58
462,Congo,2018,0.99,9.27,0.29,0.05
463,Mali,2018,1.2,4.11,0.09,0.02
464,Gambia,2018,1.24,6.24,0.01,0.02
465,Rwanda,2018,1.32,11.86,0.71,0.18
466,Liberia,2018,1.4,6.38,0.19,0.01
467,Ghana,2018,1.44,44.23,0.3,0.23
468,Malawi,2018,1.503,4.3,0.21,0.06
469,Kenya,2018,1.6,11.93,0.19,0.17
470,Mauritania,2018,1.96,10.92,0.18,0.26
471,Belize,2018,10.86,23.59,7.02,1.5
472,Peru,2018,13.73,29.86,1.03,1.93
473,Paraguay,2018,14.66,17.97,0.34,1.76
474,Syrian Arab Republic,2018,15.0,17.89,12.33,8.72
475,Iran (Islamic Republic of),2018,15.05,19.73,2.79,4.25
476,Anguilla,2018,15.132,36.184,2.632,1.974
477,Panama,2018,16.09,30.81,2.09,2.96
478,Algeria,2018,17.08,15.38,4.43,3.63
479,Brunei Darussalam,2018,17.63,64.82,1.76,2.58
480,Guyana,2018,17.9,10.23,0.09,1.18
481,Türkiye,2018,18.14,29.24,3.8,3.63
482,Malaysia,2018,18.58,39.46,4.08,2.95
483,Mauritius,2018,18.58,38.49,5.774,3.597
484,Maldives,2018,18.62,63.05,2.2,0.53
485,Tajikistan,2018,19.34,51.17,2.48,1.65
486,Turkmenistan,2018,19.71,37.8,1.6,1.16
487,Zimbabwe,2018,2.01,18.54,0.93,0.07
488,Angola,2018,2.11,4.01,0.74,0.53
489,Cambodia,2018,2.11,11.03,0.46,0.31
490,Guinea,2018,2.19,5.66,0.2,0.06
491,Zambia,2018,2.24,12.73,0.4,0.09
492,Eswatini,2018,2.38,40.26,0.24,0.12
493,Haiti,2018,2.38,4.04,0.31,0.22
494,Comoros,2018,2.85,15.07,0.47,0.42
495,Kuwait,2018,20.3,70.95,3.65,4.72
496,Oman,2018,21.04,44.08,5.86,3.13
497,Kyrgyzstan,2018,21.48,45.05,0.31,1.84
498,"occupied Palestinian territory, including east Jerusalem",2018,21.677,19.53,11.302,7.215
499,Colombia,2018,22.42,13.5,1.63,15.92
500,Costa Rica,2018,22.53,28.53,10.34,10.34
501,Poland,2018,23.41,56.44,7.55,3.38
502,Republic of Korea,2018,23.86,73.96,7.33,4.99
503,Canada,2018,24.11,99.28,10.27,6.57
504,Lebanon,2018,24.12,19.18,14.82,11.7
505,Bosnia and Herzegovina,2018,24.57,59.42,1.37,2.46
506,Japan,2018,24.85,119.75,18.94,8.02
507,Qatar,2018,25.04,72.51,8.96,6.31
508,United States of America,2018,25.48,115.89,9.24,5.95
509,Chile,2018,25.69,33.51,5.22,12.44
510,United Arab Emirates,2018,26.05,59.01,9.06,6.71
511,Cyprus,2018,27.89,39.41,6.28,7.68
