,Region,Location,Period,"Medical Doctors per 10,000","Nurses and Midwifes per 10,000","Pharmacists per 10,000","Dentists per 10,000"
437,South-East Asia,Bangladesh,2019,6.3,4.77,0.89,0.58
438,Eastern Mediterranean,Bahrain,2019,6.87,20.0,1.52,0.74
439,Europe,Greece,2019,61.63,36.48,10.63,12.56
440,Europe,Denmark,2019,69.13,118.88,5.54,7.21
441,Western Pacific,Philippines,2019,7.32,47.89,4.63,2.51
442,Africa,Cabo Verde,2019,7.43,14.86,0.06,2.33
443,South-East Asia,Myanmar,2019,7.57,11.11,0.8,0.72
444,South-East Asia,Timor-Leste,2019,7.64,17.45,2.11,0.08
445,Europe,Malta,2019,70.75,82.1,12.94,5.02
446,Europe,Georgia,2019,74.52,53.09,0.99,8.11
447,South-East Asia,Nepal,2019,8.15,33.27,1.36,1.13
448,Eastern Mediterranean,Iraq,2019,8.81,23.13,3.79,3.47
449,Africa,Algeria,2019,9.73,3.12,0.5,1.62
450,Africa,Niger,2018,0.37,2.26,0.03,0.01
451,Africa,South Sudan,2018,0.41,3.68,0.36,0.03
452,Africa,Chad,2018,0.5,2.97,0.17,0.0
453,Africa,United Republic of Tanzania,2018,0.5,5.56,0.32,0.12
454,Western Pacific,Papua New Guinea,2018,0.64,4.97,0.12,0.15
455,Africa,Central African Republic,2018,0.69,2.45,0.07,0.02
456,Africa,Benin,2018,0.73,5.22,0.25,0.01
457,Africa,Togo,2018,0.74,3.92,0.26,0.03
458,Africa,Ethiopia,2018,0.75,6.92,0.95,0.17
459,Africa,Sierra Leone,2018,0.75,7.62,0.21,0.02
460,Africa,Mozambique,2018,0.85,4.88,0.11,0.09
461,Africa,Eritrea,2018,0.88,15.57,1.41,0.58
462,Africa,Congo,2018,0.99,9.27,0.29,0.05
463,Africa,Mali,2018,1.2,4.11,0.09,0.02
464,Africa,Gambia,2018,1.24,6.24,0.01,0.02
465,Africa,Rwanda,2018,1.32,11.86,0.71,0.18
466,Africa,Liberia,2018,1.4,6.38,0.19,0.01
467,Africa,Ghana,2018,1.44,44.23,0.3,0.23
468,Africa,Malawi,2018,1.503,4.3,0.21,0.06
469,Africa,Kenya,2018,1.6,11.93,0.19,0.17
470,Africa,Mauritania,2018,1.96,10.92,0.18,0.26
471,Americas,Belize,2018,10.86,23.59,7.02,1.5
472,Americas,Peru,2018,13.73,29.86,1.03,1.93
473,Americas,Paraguay,2018,14.66,17.97,0.34,1.76
474,Eastern Mediterranean,Syrian Arab Republic,2018,15.0,17.89,12.33,8.72
475,Eastern Mediterranean,Iran (Islamic Republic of),2018,15.05,19.73,2.79,4.25
476,Americas,Anguilla,2018,15.132,36.184,2.632,1.974
477,Americas,Panama,2018,16.09,30.81,2.09,2.96
478,Africa,Algeria,2018,17.08,15.38,4.43,3.63
479,Western Pacific,Brunei Darussalam,2018,17.63,64.82,1.76,2.58
480,Americas,Guyana,2018,17.9,10.23,0.09,1.18
481,Europe,Turkey,2018,18.14,29.24,3.8,3.63
482,Western Pacific,Malaysia,2018,18.58,39.46,4.08,2.95
483,Africa,Mauritius,2018,18.58,38.49,5.774,3.597
484,South-East Asia,Maldives,2018,18.62,63.05,2.2,0.53
485,Europe,Tajikistan,2018,19.34,51.17,2.48,1.65
486,Europe,Turkmenistan,2018,19.71,37.8,1.6,1.16
487,Africa,Zimbabwe,2018,2.01,18.54,0.93,0.07
488,Africa,Angola,2018,2.11,4.01,0.74,0.53
489,Western Pacific,Cambodia,2018,2.11,11.03,0.46,0.31
490,Africa,Guinea,2018,2.19,5.66,0.2,0.06
491,Africa,Zambia,2018,2.24,12.73,0.4,0.09
492,Africa,Eswatini,2018,2.38,40.26,0.24,0.12
493,Americas,Haiti,2018,2.38,4.04,0.31,0.22
494,Africa,Comoros,2018,2.85,15.07,0.47,0.42
495,Eastern Mediterranean,Kuwait,2018,20.3,70.95,3.65,4.72
496,Eastern Mediterranean,Oman,2018,21.04,44.08,5.86,3.13
497,Europe,Kyrgyzstan,2018,21.48,45.05,0.31,1.84
498,Eastern Mediterranean,Palestine,2018,21.677,19.53,11.302,7.215
499,Americas,Colombia,2018,22.42,13.5,1.63,15.92
500,Americas,Costa Rica,2018,22.53,28.53,10.34,10.34
501,Europe,Poland,2018,23.41,56.44,7.55,3.38
502,Western Pacific,Republic of Korea,2018,23.86,73.96,7.33,4.99
503,Americas,Canada,2018,24.11,99.28,10.27,6.57
504,Eastern Mediterranean,Lebanon,2018,24.12,19.18,14.82,11.7
505,Europe,Bosnia and Herzegovina,2018,24.57,59.42,1.37,2.46
506,Western Pacific,Japan,2018,24.85,119.75,18.94,8.02
507,Eastern Mediterranean,Qatar,2018,25.04,72.51,8.96,6.31
508,Americas,United States of America,2018,25.48,115.89,9.24,5.95
509,Americas,Chile,2018,25.69,33.51,5.22,12.44
510,Eastern Mediterranean,United Arab Emirates,2018,26.05,59.01,9.06,6.71
511,Europe,Cyprus,2018,27.89,39.41,6.28,7.68
512,Europe,Montenegro,2018,28.09,53.31,1.95,0.47
513,Europe,United Kingdom,2018,28.28,84.97,8.57,5.24
514,Europe,Armenia,2018,28.93,46.07,0.26,3.97
515,Eastern Mediterranean,Saudi Arabia,2018,28.99,60.78,9.59,5.52
516,Europe,Serbia,2018,29.66,64.93,2.64,2.75
517,Eastern Mediterranean,Afghanistan,2018,3.03,4.51,0.29,0.05
518,Africa,Namibia,2018,3.35,20.61,1.8,0.34
519,Africa,Cote d'Ivoire,2018,3.51,5.52,0.91,0.18
520,Americas,Guatemala,2018,3.63,13.14,0.04,0.107
521,Africa,Nigeria,2018,3.64,9.141,1.2,0.21
522,Europe,Romania,2018,30.28,73.4,8.95,8.3
523,Europe,Slovenia,2018,31.85,102.76,7.08,7.21
524,Europe,Republic of Moldova,2018,32.04,64.72,5.39,5.44
525,Europe,France,2018,32.14,92.78,9.44,6.55
526,Europe,Azerbaijan,2018,32.36,57.96,0.62,3.0
527,Europe,Ireland,2018,32.76,128.68,12.82,6.6
528,Europe,Latvia,2018,33.03,45.59,8.56,7.06
529,Western Pacific,New Zealand,2018,33.11,107.62,6.95,6.13
530,Europe,North Macedonia,2018,33.15,52.75,5.76,9.69
531,Europe,Belgium,2018,33.55,117.91,12.5,7.54
532,Europe,Hungary,2018,33.84,56.18,8.02,7.03
533,Europe,Finland,2018,34.63,126.22,10.32,7.17
534,Europe,Israel,2018,34.77,54.99,8.99,7.99
535,Europe,Estonia,2018,34.83,66.36,7.22,9.66
536,Europe,Croatia,2018,34.97,71.73,7.75,8.62
537,Europe,Slovakia,2018,35.23,60.26,8.0,5.11
538,Western Pacific,Mongolia,2018,35.26,42.17,6.82,4.09
539,Europe,Kazakhstan,2018,35.31,66.18,4.94,2.49
540,Europe,Netherlands,2018,36.32,112.79,2.08,5.5
541,Western Pacific,Australia,2018,37.26,127.62,8.78,5.96
542,Europe,Iceland,2018,38.91,154.69,5.16,8.19
543,Americas,Trinidad and Tobago,2018,39.39,39.14,6.28,3.21
544,Europe,Italy,2018,39.87,60.35,11.94,8.35
545,Europe,Spain,2018,39.96,60.1,11.81,8.02
546,Africa,Botswana,2018,4.02,33.25,0.68,0.42
547,South-East Asia,Bhutan,2018,4.21,18.39,0.57,0.79
548,South-East Asia,Indonesia,2018,4.21,30.89,0.85,0.57
549,Africa,Lesotho,2018,4.57,31.44,1.82,0.73
550,Europe,Czechia,2018,40.69,89.77,6.97,7.44
551,Europe,Russian Federation,2018,40.97,87.1,0.37,2.82
552,Europe,Bulgaria,2018,42.17,48.04,9.24,10.37
553,Europe,Germany,2018,42.87,117.43,6.54,8.53
554,Europe,Sweden,2018,43.22,116.56,7.92,8.07
555,Europe,Switzerland,2018,43.38,179.15,6.91,5.09
556,Europe,Norway,2018,44.66,158.82,8.32,8.74
557,Europe,Belarus,2018,44.86,109.48,4.25,5.73
558,Europe,Andorra,2018,45.35,45.08,9.71,10.51
559,Europe,Lithuania,2018,45.96,80.92,10.28,10.32
560,South-East Asia,Thailand,2018,5.18,26.84,2.01,1.08
561,South-East Asia,Bangladesh,2018,5.73,4.66,1.779,0.59
562,Americas,Argentina,2018,51.67,38.89,6.05,11.61
563,Europe,Austria,2018,52.41,71.29,7.18,5.94
564,Europe,Portugal,2018,52.76,71.33,9.06,10.55
565,Africa,Gabon,2018,6.18,27.51,1.03,0.18
566,Western Pacific,Philippines,2018,6.95,47.34,4.23,2.44
567,South-East Asia,Myanmar,2018,6.96,10.27,0.76,0.67
568,Europe,Greece,2018,61.05,36.3,10.19,12.39
569,Europe,Denmark,2018,68.2,118.17,5.4,7.19
570,Europe,Malta,2018,69.73,82.77,12.88,4.79
571,Africa,Cabo Verde,2018,7.11,15.0,3.35,1.58
572,Eastern Mediterranean,Egypt,2018,7.16,17.94,4.26,1.87
573,South-East Asia,Timor-Leste,2018,7.18,16.58,1.88,0.06
574,Eastern Mediterranean,Bahrain,2018,7.29,21.82,1.52,0.81
575,South-East Asia,Nepal,2018,7.49,31.1,0.93,0.97
576,Europe,Georgia,2018,75.1,49.89,1.04,8.04
577,South-East Asia,India,2018,8.4,32.4,8.73,1.59
578,Eastern Mediterranean,Pakistan,2018,9.17,8.95,1.49,0.9
579,South-East Asia,Sri Lanka,2018,9.58,20.8,0.79,0.62
580,Africa,Senegal,2017,0.69,3.12,0.11,0.08
581,Africa,Togo,2017,0.72,4.01,0.27,0.07
582,Africa,Mozambique,2017,0.77,4.89,0.09,0.08
583,Africa,Burkina Faso,2017,0.82,8.52,0.14,0.04
584,Africa,Zimbabwe,2017,1.79,24.96,0.18,0.07
585,Western Pacific,Cambodia,2017,1.95,11.11,0.48,0.31
586,Eastern Mediterranean,Iran (Islamic Republic of),2017,10.71,24.94,2.24,3.1
587,Americas,Belize,2017,11.31,24.09,6.81,1.55
588,Eastern Mediterranean,Syrian Arab Republic,2017,14.68,18.27,14.46,8.45
589,Americas,Panama,2017,15.89,30.93,2.09,3.04
590,Eastern Mediterranean,Palestine,2017,17.739,25.725,9.645,7.111
591,Europe,Tajikistan,2017,17.85,50.03,2.47,1.69
592,Western Pacific,Malaysia,2017,17.87,40.43,3.57,2.66
593,Europe,Turkey,2017,18.05,26.47,3.43,3.36
594,South-East Asia,Maldives,2017,18.94,36.2,5.19,0.72
595,Europe,Turkmenistan,2017,19.69,38.58,1.59,1.13
596,Western Pacific,China,2017,20.03,26.93,3.21,4.51
597,Eastern Mediterranean,Oman,2017,20.13,43.94,5.39,2.98
598,Eastern Mediterranean,Libya,2017,20.42,63.77,5.87,8.57
599,Americas,Costa Rica,2017,21.01,31.24,9.83,10.03
600,Eastern Mediterranean,Kuwait,2017,21.06,71.75,3.69,4.68
601,Europe,Kyrgyzstan,2017,21.58,46.34,0.31,1.81
602,Europe,Bosnia and Herzegovina,2017,21.63,57.47,1.33,2.48
603,Americas,Colombia,2017,21.63,13.2,1.55,15.42
604,Americas,Brazil,2017,21.98,98.86,6.94,12.65
605,Eastern Mediterranean,Jordan,2017,22.22,32.13,15.31,6.94
606,Eastern Mediterranean,Lebanon,2017,22.42,18.18,13.58,10.92
607,Africa,Mauritius,2017,22.68,34.44,4.11,3.11
608,Western Pacific,Republic of Korea,2017,23.43,70.94,7.18,4.91
609,Europe,Poland,2017,23.6,56.58,7.67,3.49
610,Americas,Chile,2017,24.3,33.58,4.92,11.8
611,Eastern Mediterranean,United Arab Emirates,2017,25.02,58.39,8.59,6.08
612,Europe,Cyprus,2017,26.51,39.16,6.26,7.49
613,Europe,Montenegro,2017,26.75,51.61,1.76,0.47
614,Eastern Mediterranean,Saudi Arabia,2017,26.76,47.3,8.16,5.1
615,Europe,United Kingdom,2017,28.02,82.71,8.43,5.24
616,Europe,Armenia,2017,29.03,48.98,0.47,3.6
617,Europe,Romania,2017,29.12,71.04,9.02,7.87
618,Europe,Serbia,2017,29.37,63.9,2.78,2.73
619,Europe,Luxembourg,2017,29.84,120.81,6.97,9.74
620,South-East Asia,Bhutan,2017,3.1,16.16,0.48,0.78
621,South-East Asia,Indonesia,2017,3.73,20.33,1.72,0.54
622,Europe,Slovenia,2017,31.07,100.42,6.9,7.06
623,Europe,Azerbaijan,2017,31.97,57.12,0.59,2.9
624,Europe,North Macedonia,2017,32.04,50.84,5.51,9.33
625,Europe,Latvia,2017,32.05,47.73,9.52,7.1
626,Europe,France,2017,32.17,92.4,9.49,6.57
627,Americas,Trinidad and Tobago,2017,32.22,54.38,6.42,3.42
628,Western Pacific,New Zealand,2017,32.53,106.77,6.64,6.1
629,Europe,Ireland,2017,32.56,143.69,11.49,6.47
630,Europe,Republic of Moldova,2017,32.85,66.45,5.15,5.35
631,Europe,Belgium,2017,32.92,119.11,12.38,7.49
632,Europe,Hungary,2017,33.26,55.7,7.72,6.73
633,Europe,Croatia,2017,34.04,70.44,7.53,8.42
634,Europe,Slovakia,2017,34.23,59.73,7.81,5.01
635,Europe,Israel,2017,34.3,55.42,7.89,7.18
636,Europe,Finland,2017,34.37,123.76,10.27,7.18
637,Europe,Estonia,2017,34.68,65.37,7.26,9.6
638,Europe,Netherlands,2017,35.65,110.56,2.06,5.45
639,Europe,Kazakhstan,2017,36.0,68.37,4.62,2.5
640,South-East Asia,Democratic People's Republic of Korea,2017,36.28,43.82,3.91,2.17
641,Western Pacific,Australia,2017,36.56,125.34,8.76,5.91
642,Europe,Spain,2017,38.54,58.95,11.49,7.83
643,Europe,Iceland,2017,38.72,152.93,4.98,8.12
644,Europe,Italy,2017,39.99,60.89,11.75,8.21
645,Western Pacific,Lao People's Democratic Republic,2017,4.4,11.99,2.44,0.7
646,Europe,Russian Federation,2017,40.58,90.18,0.37,2.82
647,Europe,Andorra,2017,41.19,44.99,9.76,10.57
648,Europe,Bulgaria,2017,41.84,48.28,9.04,10.61
649,Europe,Germany,2017,42.26,113.11,6.44,8.51
650,Europe,Sweden,2017,42.69,116.79,7.72,8.13
651,Europe,Switzerland,2017,42.97,175.4,6.97,5.16
652,Europe,Norway,2017,43.46,158.78,8.06,8.98
653,Europe,Belarus,2017,44.27,109.08,4.08,5.77
654,Europe,Lithuania,2017,45.55,80.25,9.91,10.03
655,South-East Asia,Bangladesh,2017,5.35,3.04,1.588,0.5
656,Americas,Argentina,2017,50.94,36.45,6.04,11.54
657,Europe,Portugal,2017,51.03,69.29,9.04,10.08
658,Europe,Austria,2017,51.82,71.07,7.1,5.95
659,Africa,Gabon,2017,6.53,28.2,0.56,0.17
660,Western Pacific,Philippines,2017,6.6,46.71,3.86,2.36
661,South-East Asia,Nepal,2017,6.81,28.09,0.97,2.17
662,Europe,Greece,2017,60.67,35.71,10.46,12.33
663,Americas,Saint Lucia,2017,62.45,32.39,4.48,1.76
664,Europe,Georgia,2017,64.78,51.33,1.31,6.51
665,Europe,Denmark,2017,67.08,116.7,5.31,7.19
666,Europe,Malta,2017,68.78,85.1,12.93,4.77
667,Eastern Mediterranean,Morocco,2017,7.34,13.94,2.61,1.37
668,Eastern Mediterranean,Egypt,2017,7.43,17.92,4.06,1.84
669,Eastern Mediterranean,Bahrain,2017,7.6,21.94,1.43,0.84
670,South-East Asia,India,2017,7.66,21.26,6.68,1.85
671,South-East Asia,Thailand,2017,7.883,28.76,4.06,1.63
672,Eastern Mediterranean,Iraq,2017,8.0,17.3,2.78,2.42
673,South-East Asia,Sri Lanka,2017,8.87,19.1,0.74,0.67
674,Eastern Mediterranean,Pakistan,2017,9.32,5.57,1.51,0.92
675,Africa,Niger,2016,0.33,2.71,0.01,0.01
676,Africa,Benin,2016,0.45,2.23,0.01,0.01
677,Africa,Senegal,2016,0.77,2.99,0.11,0.08
678,Africa,Guinea,2016,0.81,1.2,0.09,0.04
679,Africa,Guinea-Bissau,2016,1.0,5.69,0.03,0.04
680,Africa,Congo,2016,1.02,8.88,0.14,0.05
681,Africa,Mali,2016,1.17,3.87,0.1,0.06
682,Africa,Ghana,2016,1.23,20.53,0.19,0.14
683,Africa,Zimbabwe,2016,1.72,13.45,0.15,0.09
684,Western Pacific,Cambodia,2016,1.97,11.24,0.48,0.3
685,Eastern Mediterranean,Syrian Arab Republic,2016,11.72,14.02,9.7,6.53
686,Eastern Mediterranean,Tunisia,2016,12.58,26.07,2.25,3.0
687,South-East Asia,Maldives,2016,13.2,25.63,0.56,0.2
688,Americas,Bolivia (Plurinational State of),2016,15.69,11.03,2.22,2.17
689,Americas,Panama,2016,15.73,29.92,1.97,2.78
690,Western Pacific,Malaysia,2016,15.76,40.17,3.31,2.26
691,Europe,Tajikistan,2016,17.54,48.91,2.45,1.53
692,Europe,Turkey,2016,17.74,25.16,3.41,3.27
693,Africa,Seychelles,2016,18.49,70.4,4.1,3.1
694,Americas,Costa Rica,2016,19.55,25.92,9.39,9.69
695,Europe,Turkmenistan,2016,19.59,39.01,1.55,1.07
696,Eastern Mediterranean,Oman,2016,19.64,45.0,5.51,2.81
697,Eastern Mediterranean,Afghanistan,2016,2.84,1.51,0.48,0.04
698,Americas,Colombia,2016,20.88,12.86,1.5,14.91
699,Eastern Mediterranean,Kuwait,2016,21.06,70.07,3.65,4.64
700,Eastern Mediterranean,Lebanon,2016,21.36,16.69,12.52,10.43
701,Africa,Mauritius,2016,21.44,32.0,3.98,2.98
702,Europe,Bosnia and Herzegovina,2016,21.46,56.53,1.28,2.42
703,Americas,Chile,2016,22.86,30.66,4.69,10.47
704,Western Pacific,Republic of Korea,2016,22.9,69.8,6.62,4.71
705,Western Pacific,Singapore,2016,23.25,62.52,5.15,3.94
706,Europe,Kyrgyzstan,2016,23.47,47.78,0.33,1.76
707,Europe,Poland,2016,23.97,57.16,7.65,3.48
708,Western Pacific,Japan,2016,24.23,115.72,18.1,7.99
709,Eastern Mediterranean,United Arab Emirates,2016,24.58,57.33,7.61,5.72
710,Eastern Mediterranean,Saudi Arabia,2016,24.66,59.89,8.3,4.54
711,Europe,Montenegro,2016,25.89,50.26,1.73,0.48
712,Europe,Cyprus,2016,25.94,38.36,6.15,7.13
713,Eastern Mediterranean,Qatar,2016,27.51,50.6,10.61,8.29
714,Europe,United Kingdom,2016,27.73,83.26,8.58,5.29
715,Europe,Romania,2016,28.3,68.03,8.65,8.23
716,Europe,Luxembourg,2016,28.84,120.77,6.96,9.43
717,Europe,Armenia,2016,28.87,49.58,0.45,3.67
718,Europe,Serbia,2016,29.26,62.89,3.0,2.79
719,Europe,Slovenia,2016,30.19,97.57,6.58,6.89
720,Western Pacific,New Zealand,2016,31.15,107.84,6.68,6.11
721,Europe,North Macedonia,2016,31.66,50.4,5.2,9.21
722,Europe,Ireland,2016,31.93,115.65,11.33,6.2
723,Europe,France,2016,32.0,91.86,9.59,6.58
724,Europe,Hungary,2016,32.12,66.04,7.5,6.2
725,Europe,Latvia,2016,32.12,48.42,8.38,7.2
726,Europe,Republic of Moldova,2016,32.39,66.28,5.09,5.3
727,Europe,Azerbaijan,2016,32.62,59.61,0.63,2.8
728,Europe,Croatia,2016,32.65,67.92,7.4,8.08
729,Europe,Belgium,2016,32.8,120.01,12.24,7.48
730,Western Pacific,Mongolia,2016,32.89,40.86,5.22,2.35
731,Europe,Finland,2016,34.2,120.89,10.14,7.27
732,Europe,Israel,2016,34.22,54.38,7.02,7.96
733,Europe,Estonia,2016,34.57,64.36,7.32,9.55
734,Europe,Slovakia,2016,34.76,60.84,7.71,4.98
735,Europe,Netherlands,2016,35.01,107.86,2.12,5.06
736,Western Pacific,Australia,2016,35.57,123.71,8.62,5.84
737,Europe,Kazakhstan,2016,37.07,72.69,6.76,3.01
738,Europe,Spain,2016,38.03,56.73,12.02,7.64
739,Europe,Iceland,2016,38.5,150.03,4.95,8.28
740,Europe,Italy,2016,39.63,58.54,11.59,8.03
741,Europe,Russian Federation,2016,39.64,92.29,0.39,2.85
742,Africa,Nigeria,2016,4.28,16.7,1.12,0.2
743,South-East Asia,Thailand,2016,4.33,26.99,5.05,1.58
744,Americas,Jamaica,2016,4.71,16.6,0.22,0.16
745,Europe,Andorra,2016,40.58,44.74,10.39,10.25
746,Europe,Bulgaria,2016,41.07,48.03,8.78,10.4
747,Europe,Germany,2016,41.66,110.92,6.34,8.52
748,Europe,Norway,2016,42.2,157.49,7.86,8.92
749,Europe,Sweden,2016,42.33,117.1,7.73,8.14
750,Europe,Switzerland,2016,42.5,173.38,7.0,5.04
751,Europe,Belarus,2016,43.72,108.87,3.88,5.93
752,Europe,Lithuania,2016,44.66,80.23,11.42,9.71
753,Europe,Portugal,2016,49.3,67.16,8.49,9.54
754,Americas,Argentina,2016,50.24,34.08,6.02,11.37
755,Europe,Austria,2016,51.29,70.26,7.09,5.89
756,Western Pacific,Philippines,2016,6.31,46.18,3.42,2.3
757,Europe,Greece,2016,61.22,35.01,10.49,12.27
758,Europe,Georgia,2016,63.51,50.61,1.14,6.77
759,Europe,Denmark,2016,65.62,115.86,5.19,7.42
760,Europe,Malta,2016,66.53,86.01,13.29,4.7
761,Eastern Mediterranean,Iraq,2016,7.07,16.32,2.2,2.01
762,Africa,Cabo Verde,2016,7.307,13.46,0.08,0.08
763,South-East Asia,India,2016,7.48,14.74,5.52,1.47
764,Africa,South Africa,2016,7.53,13.07,2.67,1.08
765,Eastern Mediterranean,Egypt,2016,7.63,17.89,3.75,1.73
766,South-East Asia,Sri Lanka,2016,8.56,18.69,0.71,0.66
767,Africa,Niger,2015,0.32,2.05,0.03,0.02
768,Africa,Togo,2015,0.47,2.88,0.02,0.02
769,Africa,Gambia,2015,0.96,14.48,0.02,0.08
770,Africa,Uganda,2015,0.97,15.85,0.01,0.07
771,Africa,Rwanda,2015,1.1,9.65,0.1,0.11
772,Western Pacific,Cambodia,2015,1.5,9.31,0.34,0.16
773,Africa,Zimbabwe,2015,1.74,13.26,0.1,0.05
774,Eastern Mediterranean,Iran (Islamic Republic of),2015,10.95,17.96,1.92,3.17
775,Western Pacific,Nauru,2015,12.73,63.64,1.82,1.82
776,Eastern Mediterranean,Tunisia,2015,12.85,26.18,2.27,3.06
777,Western Pacific,Malaysia,2015,14.89,40.13,3.37,2.04
778,Americas,Panama,2015,15.79,27.68,1.77,3.0
779,Europe,Tajikistan,2015,17.47,45.88,2.26,1.56
780,Western Pacific,Brunei Darussalam,2015,17.5,65.28,1.68,2.23
781,Europe,Turkey,2015,17.65,25.73,3.44,3.1
782,Americas,Costa Rica,2015,18.06,24.22,8.89,9.37
783,Americas,Ecuador,2015,18.06,25.04,0.41,5.27
784,Africa,Mauritius,2015,19.73,32.97,3.85,2.94
785,Europe,Turkmenistan,2015,19.74,39.57,1.5,1.03
786,South-East Asia,Indonesia,2015,2.7,12.82,1.16,0.49
787,Eastern Mediterranean,Afghanistan,2015,2.9,1.32,0.51,0.04
788,Americas,Colombia,2015,20.22,12.01,1.41,14.41
789,Europe,Bosnia and Herzegovina,2015,21.07,60.23,1.26,2.34
790,Eastern Mediterranean,Lebanon,2015,21.23,15.56,11.73,8.54
791,Eastern Mediterranean,Oman,2015,21.3,46.19,5.09,2.75
792,Americas,Chile,2015,21.38,26.94,4.41,10.0
793,Europe,Kyrgyzstan,2015,21.83,48.1,0.39,1.7
794,Western Pacific,Republic of Korea,2015,22.42,59.66,6.51,4.62
795,Europe,Poland,2015,23.11,57.45,7.35,3.29
796,Eastern Mediterranean,United Arab Emirates,2015,23.61,53.21,6.05,5.67
797,Europe,Montenegro,2015,23.72,49.93,1.74,0.43
798,Europe,Cyprus,2015,24.98,38.41,6.15,7.18
799,Eastern Mediterranean,Kuwait,2015,26.47,71.54,3.7,6.75
800,Europe,Romania,2015,27.58,65.6,8.59,7.74
801,Europe,United Kingdom,2015,27.67,83.6,8.32,5.3
802,Europe,Slovenia,2015,28.3,88.73,6.29,6.76
803,Europe,Luxembourg,2015,29.08,122.74,6.97,8.89
804,Europe,Armenia,2015,29.19,49.61,0.49,3.7
805,Europe,North Macedonia,2015,30.17,48.2,5.2,9.21
806,Western Pacific,New Zealand,2015,30.31,107.76,6.66,6.12
807,Europe,Serbia,2015,30.43,62.92,3.27,3.11
808,Europe,Hungary,2015,30.98,66.44,7.15,6.03
809,Europe,Ireland,2015,31.19,123.45,11.04,6.01
810,Europe,France,2015,31.84,90.26,9.66,6.53
811,Europe,Latvia,2015,31.97,48.85,7.96,7.17
812,Europe,Croatia,2015,32.1,62.65,7.27,8.0
813,Europe,Belgium,2015,32.21,118.21,12.1,7.35
814,Europe,Azerbaijan,2015,33.28,61.49,0.61,2.71
815,Europe,Estonia,2015,34.17,63.56,7.21,9.43
816,Europe,Finland,2015,34.21,120.19,10.03,7.31
817,Europe,Israel,2015,34.31,53.23,6.75,8.24
818,Europe,Slovakia,2015,34.54,60.26,7.06,4.88
819,Europe,Netherlands,2015,34.57,106.43,2.1,5.1
820,Western Pacific,Australia,2015,34.86,121.94,8.47,5.78
821,Europe,Kazakhstan,2015,37.26,70.87,7.91,2.61
822,Europe,Andorra,2015,37.54,44.18,9.97,9.97
823,Europe,Iceland,2015,37.73,162.75,4.83,8.4
824,Europe,Spain,2015,38.26,54.42,11.87,7.42
825,Europe,Italy,2015,38.48,57.16,11.55,7.86
826,Europe,Russian Federation,2015,39.25,93.89,0.39,2.81
827,Americas,Jamaica,2015,4.28,14.97,0.29,0.13
828,South-East Asia,Bangladesh,2015,4.76,2.6,0.77,0.41
829,Europe,Bulgaria,2015,40.41,48.31,8.39,10.03
830,Europe,Norway,2015,40.91,156.06,7.45,8.82
831,Europe,Germany,2015,41.2,109.53,6.41,8.54
832,Europe,Sweden,2015,41.74,117.28,7.7,8.16
833,Europe,Switzerland,2015,41.96,168.88,6.45,5.07
834,Europe,Belarus,2015,42.55,109.47,3.61,5.89
835,Europe,Lithuania,2015,43.38,79.74,10.99,9.1
836,Europe,Portugal,2015,47.48,65.31,8.4,9.13
837,Americas,Argentina,2015,49.8,31.72,6.0,11.19
838,Europe,Austria,2015,51.24,70.42,7.06,5.94
839,Europe,Georgia,2015,53.13,42.64,0.83,6.51
840,Europe,Greece,2015,59.02,34.49,10.44,12.29
841,Western Pacific,Philippines,2015,6.09,45.28,3.2,2.26
842,Europe,Malta,2015,64.63,81.55,12.54,4.63
843,Europe,Denmark,2015,64.72,115.06,5.15,7.61
844,Eastern Mediterranean,Iraq,2015,7.18,15.82,2.13,1.94
845,Eastern Mediterranean,Egypt,2015,7.63,18.02,3.67,1.7
846,Africa,South Africa,2015,7.63,12.39,2.78,1.06
847,Western Pacific,Fiji,2015,8.13,28.53,1.03,0.7
848,South-East Asia,Sri Lanka,2015,8.3,18.87,0.69,0.63
849,Eastern Mediterranean,Bahrain,2015,9.27,24.98,1.62,0.98
850,Eastern Mediterranean,Somalia,2014,0.48,2.61,0.02,0.0
851,Africa,United Republic of Tanzania,2014,0.6,4.28,0.14,0.02
852,Africa,Zimbabwe,2014,1.19,14.7,0.14,0.08
853,Western Pacific,Cambodia,2014,1.67,9.55,0.34,0.16
854,Africa,Kenya,2014,1.99,9.41,0.51,0.24
855,Western Pacific,Cook Islands,2014,14.29,66.29,0.57,12.57
856,Eastern Mediterranean,Iran (Islamic Republic of),2014,14.3,14.87,2.18,3.41
857,Eastern Mediterranean,Syrian Arab Republic,2014,14.32,21.31,13.67,8.18
858,Western Pacific,Malaysia,2014,14.84,39.12,4.01,1.92
859,Europe,Tajikistan,2014,17.27,44.57,2.17,1.44
860,Europe,Turkey,2014,17.38,25.02,3.49,2.95
861,Africa,Mauritius,2014,18.8,31.93,3.82,2.83
862,Americas,Colombia,2014,19.6,11.39,1.33,13.68
863,Eastern Mediterranean,Djibouti,2014,2.01,6.53,2.09,0.19
864,Africa,Cote d'Ivoire,2014,2.14,5.78,0.99,0.2
865,Eastern Mediterranean,Yemen,2014,2.7,7.51,0.9,0.18
866,Europe,Turkmenistan,2014,20.02,39.84,1.52,1.04
867,Americas,Chile,2014,20.16,25.5,4.1,9.02
